dt,switch,src,dst,pktcount,bytecount,dur,dur_nsec,tot_dur,flows,packetins,pktperflow,byteperflow,pktrate,Pairflow,Protocol,port_no,tx_bytes,rx_bytes,tx_kbps,rx_kbps,tot_kbps,label
1.1e-05,0,10.10.11.7,172.253.118.95,296736,462474144,1.1e-05,0,1.1e-05,202,296534,1468.990099009901,2289475.96039604,0.0001744636383094,202,TCP,32996,0,462474144,0.0,336344832000.0,336344832000.0,
9e-06,0,10.10.1.198,74.125.68.95,781,888219,9e-06,0,9e-06,6,775,130.16666666666666,148036.5,4.631349173622934e-07,6,TCP,53916,0,888219,0.0,789528000.0,789528000.0,
1.1e-05,0,10.10.1.198,74.125.24.95,125015,148181093,1.1e-05,0,1.1e-05,53,124962,2358.7735849056603,2795869.679245283,7.40620997891e-05,53,TCP,46324,0,148181093,0.0,107768067636.36365,107768067636.36365,
1.2e-05,0,10.10.1.198,172.253.118.95,314405,369573261,1.2e-05,0,1.2e-05,60,314345,5240.083333333333,6159554.35,0.0001866246229182,60,TCP,38416,0,369573261,0.0,246382174000.0,246382174000.0,
0.0,0,74.125.130.95,10.10.1.198,320814,395287803,0.0,0,0.0,36,320778,8911.5,10980216.75,0.0001900195684195,36,TCP,443,0,395287803,0.0,0.0,0.0,
0.000288,0,142.251.12.95,10.10.1.198,241142,287324054,0.000288,0,0.000288,42,241100,5741.476190476191,6841048.904761905,0.0001431371989761,42,TCP,443,0,287324054,0.0,7981223722.222222,7981223722.222222,
1.3e-05,0,10.10.1.198,172.253.118.95,23198,27769040,1.3e-05,0,1.3e-05,18,23180,1288.7777777777778,1542724.4444444445,1.37698792628e-05,18,TCP,38416,0,27769040,0.0,17088640000.0,17088640000.0,
0.000195,0,127.0.0.1,127.0.0.1,308006,301904491,0.000195,0,0.000195,7514,300492,40.99095022624434,40178.93146127229,0.0001826446633889,7392,TCP,9100,0,301904491,0.0,12385825271.794872,12385825271.794872,
0.000798,0,74.125.68.95,10.10.1.198,82494,99057425,0.000798,0,0.000798,34,82460,2426.294117647059,2913453.6764705884,4.89191435436e-05,34,TCP,443,0,99057425,0.0,993056892.2305764,993056892.2305764,
0.000232,0,10.10.1.197,10.10.1.198,352086,324020166,0.000232,0,0.000232,10174,341912,34.60644780813839,31847.863770395124,0.0002087820664974,9936,TCP,5432,0,324020166,0.0,11173109172.413792,11173109172.413792,
1.3e-05,0,10.10.1.198,172.253.118.95,399788,472455250,1.3e-05,0,1.3e-05,53,399735,7543.169811320755,8914250.0,0.0002373063429785,52,TCP,38416,0,472455250,0.0,290741692307.6923,290741692307.6923,
1e-05,0,10.10.11.7,142.251.175.95,219364,357051063,1e-05,0,1e-05,26,219338,8437.076923076924,13732733.192307692,0.0001289274309798,26,TCP,35964,0,357051063,0.0,285640850400.0,285640850400.0,
9.5e-05,0,142.251.12.95,10.10.1.198,315107,374086643,9.5e-05,0,9.5e-05,48,315059,6564.729166666667,7793471.729166667,0.0001870414209619,48,TCP,443,0,374086643,0.0,31502033094.73684,31502033094.73684,
0.000371,0,74.125.68.95,10.10.1.198,217832,266177022,0.000371,0,0.000371,42,217790,5186.476190476191,6337548.142857143,0.0001291418320779,42,TCP,443,0,266177022,0.0,5739666242.587601,5739666242.587601,
0.0,0,142.251.175.95,10.10.11.7,5592,10488709,0.0,0,0.0,8,5584,699.0,1311088.625,3.2866023308e-06,8,TCP,443,0,10488709,0.0,0.0,0.0,
8.3e-05,0,74.125.68.95,10.10.1.198,20644,24282784,8.3e-05,0,8.3e-05,14,20630,1474.571428571429,1734484.5714285714,1.223943448e-05,14,TCP,443,0,24282784,0.0,2340509301.204819,2340509301.204819,
1.1e-05,0,10.10.11.7,172.217.194.95,335344,424964925,1.1e-05,0,1.1e-05,14,335330,23953.14285714286,30354637.5,0.0001971829943549,14,TCP,37546,0,424964925,0.0,309065400000.0,309065400000.0,
1e-05,0,10.10.1.198,172.253.118.95,247456,291043964,1e-05,0,1e-05,52,247404,4758.769230769231,5596999.307692308,0.0001468850160825,52,TCP,38416,0,291043964,0.0,232835171200.0,232835171200.0,
0.0,0,64.233.170.95,10.10.1.198,117525,146227170,0.0,0,0.0,26,117499,4520.192307692308,5624121.923076923,6.95856593692e-05,26,TCP,443,0,146227170,0.0,0.0,0.0,
1e-05,0,10.10.1.198,172.253.118.95,68362,79469658,1e-05,0,1e-05,32,68330,2136.3125,2483426.8125,4.0578341212e-05,32,TCP,38416,0,79469658,0.0,63575726400.0,63575726400.0,
2.8e-05,0,74.125.130.95,10.10.1.198,180236,220288327,2.8e-05,0,2.8e-05,86,180150,2095.767441860465,2561492.1744186045,0.0001068201962026,86,TCP,443,0,220288327,0.0,62939522000.0,62939522000.0,
2.6e-05,0,10.10.1.198,10.10.1.197,462253,487092762,2.6e-05,0,2.6e-05,5964,456289,77.50720992622401,81672.15995975854,0.000273775970064,5917,TCP,9090,0,487092762,0.0,149874696000.0,149874696000.0,
0.000306,0,172.253.118.95,10.10.1.198,129001,150127128,0.000306,0,0.000306,38,128963,3394.7631578947367,3950713.894736842,7.65724599427e-05,38,TCP,443,0,150127128,0.0,3924892235.2941175,3924892235.2941175,
0.000265,0,74.125.200.95,10.10.1.198,3968,4931257,0.000265,0,0.000265,4,3964,992.0,1232814.25,2.3518286845e-06,4,TCP,443,0,4931257,0.0,148868135.8490566,148868135.8490566,
0.030941,0,142.251.12.95,10.10.1.198,422753,413994579,0.030941,0,0.030941,9986,412767,42.33456839575405,41457.49839775686,0.0002503535252303,9928,TCP,443,0,413994579,0.0,107041033.96787432,107041033.96787432,
0.000237,0,172.253.118.95,10.10.1.198,213120,249954501,0.000237,0,0.000237,56,213064,3805.714285714286,4463473.232142857,0.0001265038280644,56,TCP,443,0,249954501,0.0,8437282734.177215,8437282734.177215,
1e-05,0,10.10.1.198,10.10.1.197,438454,420407396,1e-05,0,1e-05,10512,427942,41.70985540334856,39993.09322678844,0.0002596513690156,10450,TCP,40316,0,420407396,0.0,336325916800.0,336325916800.0,
0.0,0,142.251.175.95,10.10.11.7,190903,312385027,0.0,0,0.0,26,190877,7342.423076923077,12014808.73076923,0.0001121999669084,26,TCP,443,0,312385027,0.0,0.0,0.0,
0.002042,0,74.125.68.95,10.10.1.198,69877,84215436,0.002042,0,0.002042,34,69843,2055.205882352941,2476924.588235294,4.14372318492e-05,34,TCP,443,0,84215436,0.0,329933147.8942213,329933147.8942213,
7.7e-05,0,142.251.175.95,10.10.11.7,48636,82257726,7.7e-05,0,7.7e-05,22,48614,2210.7272727272725,3738987.5454545454,2.85849766285e-05,22,TCP,443,0,82257726,0.0,8546257246.753246,8546257246.753246,
0.000463,0,74.125.68.95,10.10.1.198,129890,152881587,0.000463,0,0.000463,30,129860,4329.666666666667,5096052.9,7.70093055538e-05,30,TCP,443,0,152881587,0.0,2641582496.760259,2641582496.760259,
0.259608,0,141.212.123.205,10.10.1.198,288817,239247184,0.259608,0,0.259608,5797,283020,49.82180438157668,41270.8614800759,0.0001711946970255,5753,TCP,1931,0,239247184,0.0,7372567.378509136,7372567.378509136,
1.5e-05,0,10.10.1.198,172.217.194.95,222744,281255588,1.5e-05,0,1.5e-05,40,222704,5568.6,7031389.7,0.0001319187498,40,TCP,38730,0,281255588,0.0,150002980266.66666,150002980266.66666,
1.1e-05,0,10.10.1.198,142.250.4.95,138160,174247430,1.1e-05,0,1.1e-05,34,138126,4063.529411764706,5124924.411764706,8.18286003383e-05,34,TCP,56226,0,174247430,0.0,126725403636.36365,126725403636.36365,
0.00106,0,74.125.24.95,10.10.1.198,280440,329153506,0.00106,0,0.00106,59,280381,4753.220338983051,5578872.983050847,0.0001661398600184,59,TCP,443,0,329153506,0.0,2484177403.773585,2484177403.773585,
1.5e-05,0,10.10.1.198,172.253.118.95,364463,429592153,1.5e-05,0,1.5e-05,66,364397,5522.166666666667,6508972.015151516,0.000216338064149,66,TCP,38416,0,429592153,0.0,229115814933.3333,229115814933.3333,
1e-05,0,10.10.11.7,172.217.194.95,240126,304092632,1e-05,0,1e-05,14,240112,17151.85714285714,21720902.285714287,0.0001411946082091,14,TCP,37546,0,304092632,0.0,243274105600.0,243274105600.0,
1e-05,0,10.10.1.198,172.253.118.95,24566,30116950,1e-05,0,1e-05,43,24523,571.3023255813954,700394.1860465116,1.4558002436e-05,43,TCP,37200,0,30116950,0.0,24093560000.0,24093560000.0,
1e-05,0,10.10.1.198,142.251.12.95,360237,430387600,1e-05,0,1e-05,57,360180,6319.9473684210525,7550659.649122807,0.0002135448232961,57,TCP,59388,0,430387600,0.0,344310080000.0,344310080000.0,
1.2e-05,0,10.10.1.198,74.125.130.95,39372,48756763,1.2e-05,0,1.2e-05,52,39320,757.1538461538462,937630.0576923076,2.33345443814e-05,52,TCP,36000,0,48756763,0.0,32504508666.666664,32504508666.666664,
9e-06,0,10.10.1.198,142.251.12.95,72972,88807886,9e-06,0,9e-06,23,72949,3172.695652173913,3861212.434782609,4.32083772463e-05,23,TCP,40228,0,88807886,0.0,78940343111.1111,78940343111.1111,
1e-05,0,10.10.1.198,74.125.24.95,73639,92217581,1e-05,0,1e-05,20,73619,3681.95,4610879.05,4.36234021869e-05,20,TCP,43194,0,92217581,0.0,73774064800.0,73774064800.0,
0.003275,0,142.251.12.95,10.10.1.198,97109,114375251,0.003275,0,0.003275,32,97077,3034.65625,3574226.59375,5.76420149628e-05,32,TCP,443,0,114375251,0.0,279389926.10687023,279389926.10687023,
1.3e-05,0,10.10.11.7,142.251.175.95,113083,187749182,1.3e-05,0,1.3e-05,24,113059,4711.791666666667,7822882.583333333,6.64625968491e-05,24,TCP,35964,0,187749182,0.0,115537958153.84616,115537958153.84616,
1.2e-05,0,10.10.1.198,172.253.118.95,410040,479491708,1.2e-05,0,1.2e-05,87,409953,4713.103448275862,5511398.942528736,0.0002433916428195,87,TCP,38416,0,479491708,0.0,319661138666.6666,319661138666.6666,
0.000706,0,74.125.130.95,10.10.1.198,85251,104381930,0.000706,0,0.000706,64,85187,1332.046875,1630967.65625,5.0525581859e-05,64,TCP,443,0,104381930,0.0,1182798073.6543908,1182798073.6543908,
0.0,0,74.125.68.95,10.10.1.198,275367,324848476,0.0,0,0.0,40,275327,6884.175,8121211.9,0.0001632598401288,40,TCP,443,0,324848476,0.0,0.0,0.0,
0.000541,0,74.125.200.95,10.10.1.198,151628,185213068,0.000541,0,0.000541,35,151593,4332.228571428572,5291801.942857143,8.97961543967e-05,35,TCP,443,0,185213068,0.0,2738825404.805915,2738825404.805915,
1.3e-05,0,10.10.1.198,74.125.24.95,154754,183169279,1.3e-05,0,1.3e-05,55,154699,2813.7090909090907,3330350.527272728,9.16802473738e-05,55,TCP,46324,0,183169279,0.0,112719556307.6923,112719556307.6923,
1.3e-05,0,10.10.11.7,172.217.194.95,238994,302723938,1.3e-05,0,1.3e-05,12,238982,19916.166666666668,25226994.83333333,0.0001405289897892,12,TCP,37546,0,302723938,0.0,186291654153.84613,186291654153.84613,
0.0,0,74.125.24.95,10.10.1.198,286818,336264913,0.0,0,0.0,59,286759,4861.322033898305,5699405.305084745,0.0001699183508504,59,TCP,443,0,336264913,0.0,0.0,0.0,
2.4e-05,0,127.0.0.1,127.0.0.1,317181,342371240,2.4e-05,0,2.4e-05,4522,312659,70.14175143741707,75712.34851835472,0.0001877869295283,4491,TCP,41410,0,342371240,0.0,114123746666.66666,114123746666.66666,
0.00031,0,172.253.118.95,10.10.1.198,111248,129920255,0.00031,0,0.00031,36,111212,3090.222222222222,3608895.972222222,6.60346360602e-05,36,TCP,443,0,129920255,0.0,3352780774.193548,3352780774.193548,
1e-05,0,10.10.1.198,74.125.24.95,330674,399461405,1e-05,0,1e-05,75,330599,4408.986666666667,5326152.066666666,0.0001958797244131,75,TCP,34204,0,399461405,0.0,319569124000.0,319569124000.0,
8e-05,0,127.0.0.1,127.0.0.1,394551,388184037,8e-05,0,8e-05,6971,387580,56.59890976904318,55685.55974752546,0.0002337232382453,6917,TCP,9100,0,388184037,0.0,38818403700.0,38818403700.0,
6.9e-05,0,142.251.175.95,10.10.11.7,200027,327365511,6.9e-05,0,6.9e-05,26,200001,7693.346153846154,12590981.192307692,0.0001175624412966,26,TCP,443,0,327365511,0.0,37955421565.21739,37955421565.21739,
0.0,0,74.125.130.95,10.10.1.198,196459,240147567,0.0,0,0.0,30,196429,6548.633333333333,8004918.9,0.0001163635486274,30,TCP,443,0,240147567,0.0,0.0,0.0,
0.0,0,74.125.24.95,10.10.1.198,173990,213221072,0.0,0,0.0,18,173972,9666.111111111111,11845615.111111112,0.0001030128991459,18,TCP,443,0,213221072,0.0,0.0,0.0,
0.000171,0,172.217.194.95,10.10.1.198,134840,161952222,0.000171,0,0.000171,32,134808,4213.75,5061006.9375,7.99276876065e-05,32,TCP,443,0,161952222,0.0,7576712140.350877,7576712140.350877,
1.5e-05,0,10.10.1.198,119.96.101.211,208639,203332452,1.5e-05,0,1.5e-05,3057,205582,68.24959110238797,66513.72325809617,0.0001236711664465,3037,TCP,22,0,203332452,0.0,108443974400.0,108443974400.0,
0.002669,0,74.125.130.95,10.10.1.198,11104,14693028,0.002669,0,0.002669,14,11090,793.1428571428571,1049502.0,6.5809911346e-06,14,TCP,443,0,14693028,0.0,44040548.52004496,44040548.52004496,
1.1e-05,0,10.10.1.198,84.54.51.162,366916,422652339,1.1e-05,0,1.1e-05,2035,364881,180.3027027027027,207691.56707616703,0.0002173136613818,2029,TCP,22,0,422652339,0.0,307383519272.7273,307383519272.7273,
0.000267,0,74.125.24.95,10.10.1.198,200257,236373694,0.000267,0,0.000267,55,200202,3641.036363636364,4297703.527272727,0.0001186373931652,55,TCP,443,0,236373694,0.0,7082357872.659176,7082357872.659176,
0.0,0,172.217.194.95,10.10.11.7,270012,341586627,0.0,0,0.0,14,269998,19286.571428571428,24399044.785714287,0.0001587676398833,14,TCP,443,0,341586627,0.0,0.0,0.0,
1.3e-05,0,10.10.1.198,74.125.68.95,160496,194159043,1.3e-05,0,1.3e-05,48,160448,3343.6666666666665,4044980.0625,9.51745183266e-05,48,TCP,53916,0,194159043,0.0,119482488000.0,119482488000.0,
3e-05,0,10.10.1.198,10.10.1.197,357539,370034509,3e-05,0,3e-05,7003,350536,51.05511923461373,52839.42724546623,0.0002117354956823,6971,TCP,9090,0,370034509,0.0,98675869066.66666,98675869066.66666,
0.00017,0,172.217.194.95,10.10.1.198,292740,349991114,0.00017,0,0.00017,50,292690,5854.8,6999822.28,0.0001735688199424,50,TCP,443,0,349991114,0.0,16470170070.588236,16470170070.588236,
0.0,0,172.253.118.95,10.10.1.198,46728,54066523,0.0,0,0.0,30,46698,1557.6,1802217.433333333,2.77368236603e-05,30,TCP,443,0,54066523,0.0,0.0,0.0,
0.000498,0,172.253.118.95,10.10.1.198,60604,71271362,0.000498,0,0.000498,40,60564,1515.1,1781784.05,3.59733406214e-05,40,TCP,443,0,71271362,0.0,1144921477.9116464,1144921477.9116464,
0.000106,0,172.217.194.95,10.10.1.198,225601,269985468,0.000106,0,0.000106,44,225557,5127.295454545455,6136033.363636363,0.0001337613584258,44,TCP,443,0,269985468,0.0,20376261735.849056,20376261735.849056,
0.000243,0,172.217.194.95,10.10.1.198,41722,51104852,0.000243,0,0.000243,24,41698,1738.4166666666667,2129368.833333333,2.47108637509e-05,24,TCP,443,0,51104852,0.0,1682464263.3744855,1682464263.3744855,
1.6e-05,0,10.10.1.198,74.125.24.95,86144,104242790,1.6e-05,0,1.6e-05,50,86094,1722.88,2084855.8,5.10365264601e-05,50,TCP,41876,0,104242790,0.0,52121395000.0,52121395000.0,
0.480971,0,176.97.210.59,10.10.1.198,349191,257073025,0.480971,0,0.480971,8610,340581,40.55644599303136,29857.49419279907,0.0002069799276515,8489,TCP,45246,0,257073025,0.0,4275900.62602527,4275900.62602527,
1.3e-05,0,10.10.1.198,74.125.24.95,291872,363918700,1.3e-05,0,1.3e-05,45,291827,6486.044444444445,8087082.222222222,0.0001729301628754,45,TCP,33960,0,363918700,0.0,223949969230.76923,223949969230.76923,
0.0,0,142.251.12.95,10.10.1.198,77667,94492324,0.0,0,0.0,23,77644,3376.826086956521,4108361.913043478,4.59883932506e-05,23,TCP,443,0,94492324,0.0,0.0,0.0,
0.000351,0,64.233.170.95,10.10.1.198,271557,341970780,0.000351,0,0.000351,34,271523,7986.970588235294,10057964.11764706,0.0001607868303936,34,TCP,443,0,341970780,0.0,7794205811.965813,7794205811.965813,
1.3e-05,0,10.10.1.198,142.251.12.95,333765,424617722,1.3e-05,0,1.3e-05,54,333711,6180.833333333333,7863291.148148148,0.0001976399379538,54,TCP,56224,0,424617722,0.0,261303213538.46155,261303213538.46155,
0.00116,0,172.253.118.95,10.10.1.198,191580,225885985,0.00116,0,0.00116,44,191536,4354.090909090909,5133772.386363637,0.0001137181230606,44,TCP,443,0,225885985,0.0,1557834379.3103447,1557834379.3103447,
9.3e-05,0,74.125.24.95,10.10.1.198,107480,136956795,9.3e-05,0,9.3e-05,24,107456,4478.333333333333,5706533.125,6.36706532602e-05,24,TCP,443,0,136956795,0.0,11781229677.419352,11781229677.419352,
1.1e-05,0,10.10.1.198,172.217.194.95,187639,248351017,1.1e-05,0,1.1e-05,112,187527,1675.3482142857142,2217419.7946428573,0.0001112646988662,92,TCP,57714,0,248351017,0.0,180618921454.54544,180618921454.54544,
0.000387,0,172.217.194.95,10.10.1.198,97598,120998982,0.000387,0,0.000387,28,97570,3485.6428571428573,4321392.214285715,5.78047756833e-05,28,TCP,443,0,120998982,0.0,2501270945.736434,2501270945.736434,
3.1e-05,0,142.251.12.95,10.10.1.198,51448,59486879,3.1e-05,0,3.1e-05,28,51420,1837.428571428572,2124531.3928571427,3.05385399111e-05,28,TCP,443,0,59486879,0.0,15351452645.16129,15351452645.16129,
1.1e-05,0,10.10.1.198,142.251.12.95,200140,231996152,1.1e-05,0,1.1e-05,39,200101,5131.794871794872,5948619.282051282,0.0001187991977071,39,TCP,50422,0,231996152,0.0,168724474181.81818,168724474181.81818,
1.8e-05,0,172.253.118.95,10.10.11.7,276183,430762478,1.8e-05,0,1.8e-05,202,275981,1367.2425742574258,2132487.5148514854,0.0001623796617807,202,TCP,443,0,430762478,0.0,191449990222.22223,191449990222.22223,
0.000339,0,74.125.130.95,10.10.1.198,251072,307282311,0.000339,0,0.000339,32,251040,7846.0,9602572.21875,0.0001487110720516,32,TCP,443,0,307282311,0.0,7251499964.601771,7251499964.601771,
0.0,0,74.125.130.95,10.10.1.198,241832,295714479,0.0,0,0.0,32,241800,7557.25,9241077.46875,0.0001432381789004,32,TCP,443,0,295714479,0.0,0.0,0.0,
1.4e-05,0,10.10.11.7,172.217.194.95,147105,185438620,1.4e-05,0,1.4e-05,8,147097,18388.125,23179827.5,8.64980603718e-05,8,TCP,37546,0,185438620,0.0,105964925714.28572,105964925714.28572,
1e-05,0,10.10.1.198,142.251.12.95,93809,108949722,1e-05,0,1e-05,59,93750,1589.9830508474577,1846605.4576271183,5.56832177429e-05,58,TCP,50422,0,108949722,0.0,87159777600.0,87159777600.0,
1.1e-05,0,10.10.1.198,142.251.12.95,118869,137728170,1.1e-05,0,1.1e-05,59,118810,2014.728813559322,2334375.7627118644,7.05583511658e-05,58,TCP,50422,0,137728170,0.0,100165941818.1818,100165941818.1818,
1.3e-05,0,10.10.1.198,10.10.1.197,367091,452208605,1.3e-05,0,1.3e-05,938,366153,391.3550106609808,482098.7260127932,0.0002173619262533,932,TCP,9090,0,452208605,0.0,278282218461.53845,278282218461.53845,
9.3e-05,0,142.250.4.95,10.10.1.198,120779,151760121,9.3e-05,0,9.3e-05,32,120747,3774.34375,4742503.78125,7.15342831148e-05,32,TCP,443,0,151760121,0.0,13054634064.516129,13054634064.516129,
0.00498,0,74.125.68.95,10.10.1.198,234073,273963547,0.00498,0,0.00498,36,234037,6502.027777777777,7610098.527777778,0.0001387774167213,36,TCP,443,0,273963547,0.0,440102083.5341365,440102083.5341365,
0.000452,0,74.125.24.95,10.10.1.198,378509,458127153,0.000452,0,0.000452,83,378426,4560.349397590361,5519604.253012048,0.0002242155046855,83,TCP,443,0,458127153,0.0,8108445185.840709,8108445185.840709,
1.2e-05,0,10.10.1.198,172.217.194.95,234061,308443278,1.2e-05,0,1.2e-05,114,233947,2053.1666666666665,2705642.789473684,0.0001387916498178,94,TCP,57714,0,308443278,0.0,205628852000.0,205628852000.0,
1.4e-05,0,10.10.11.7,142.251.175.95,28782,48379622,1.4e-05,0,1.4e-05,18,28764,1599.0,2687756.777777778,1.69161279921e-05,18,TCP,35964,0,48379622,0.0,27645498285.714283,27645498285.714283,
8.4e-05,0,127.0.0.1,127.0.0.1,304228,325935262,8.4e-05,0,8.4e-05,4074,300154,74.6755031909671,80003.74619538536,0.0001801184163279,4047,TCP,9100,0,325935262,0.0,31041453523.809525,31041453523.809525,
1.2e-05,0,10.10.1.198,142.251.10.95,84549,102036443,1.2e-05,0,1.2e-05,40,84509,2113.725,2550911.075,5.0099258549e-05,40,TCP,40964,0,102036443,0.0,68024295333.33333,68024295333.33333,
2.9e-05,0,172.253.118.95,10.10.1.198,130642,152108559,2.9e-05,0,2.9e-05,38,130604,3437.9473684210525,4002856.8157894737,7.75465345066e-05,38,TCP,443,0,152108559,0.0,41960981793.10345,41960981793.10345,
0.0,0,172.217.194.95,10.10.11.7,361982,459028769,0.0,0,0.0,14,361968,25855.85714285714,32787769.21428572,0.0002128461945879,14,TCP,443,0,459028769,0.0,0.0,0.0,
0.00138,0,74.125.68.95,10.10.1.198,169894,197911612,0.00138,0,0.00138,34,169860,4996.882352941177,5820929.764705882,0.0001007269135123,34,TCP,443,0,197911612,0.0,1147313692.7536232,1147313692.7536232,
1.7e-05,0,172.253.118.95,10.10.1.198,56,61480,1.7e-05,0,1.7e-05,2,54,28.0,30740.0,3.3179235583737184e-08,2,TCP,443,0,61480,0.0,28931764.70588235,28931764.70588235,
0.000863,0,10.10.1.197,10.10.1.198,461840,486822742,0.000863,0,0.000863,5952,455888,77.59408602150538,81791.45530913978,0.0002735313795411,5905,TCP,44982,0,486822742,0.0,4512841177.288528,4512841177.288528,
1.3e-05,0,10.10.1.198,142.251.12.95,190975,220368873,1.3e-05,0,1.3e-05,74,190901,2580.743243243244,2977957.743243243,0.0001133590828186,73,TCP,50422,0,220368873,0.0,135611614153.84616,135611614153.84616,
1.5e-05,0,10.10.1.198,74.125.24.95,13619,16866412,1.5e-05,0,1.5e-05,6,13613,2269.833333333333,2811068.6666666665,8.0674204472e-06,6,TCP,34204,0,16866412,0.0,8995419733.333332,8995419733.333332,
1.5e-05,0,10.10.1.198,172.217.194.95,294153,390117003,1.5e-05,0,1.5e-05,120,294033,2451.275,3250975.025,0.0001744245289539,100,TCP,57714,0,390117003,0.0,208062401600.0,208062401600.0,
0.000307,0,142.251.12.95,10.10.1.198,25644,29948064,0.000307,0,0.000307,24,25620,1068.5,1247836.0,1.51851720275e-05,24,TCP,443,0,29948064,0.0,780405576.5472312,780405576.5472312,
8.8e-05,0,74.125.24.95,10.10.1.198,226433,280367531,8.8e-05,0,8.8e-05,45,226388,5031.844444444445,6230389.577777778,0.0001341584533679,45,TCP,443,0,280367531,0.0,25487957363.636364,25487957363.636364,
1.7e-05,0,127.0.0.1,127.0.0.1,117672,138684119,1.7e-05,0,1.7e-05,34,117638,3460.9411764705883,4078944.676470589,6.98478269994e-05,34,TCP,46552,0,138684119,0.0,65263114823.52941,65263114823.52941,
0.000328,0,172.253.118.95,10.10.1.198,373237,458303657,0.000328,0,0.000328,80,373157,4665.4625,5728795.7125,0.0002211831268634,80,TCP,443,0,458303657,0.0,11178137975.609756,11178137975.609756,
8.7e-05,0,172.217.194.95,10.10.11.7,343381,435275177,8.7e-05,0,8.7e-05,14,343367,24527.214285714286,31091084.07142857,0.0002019087673521,14,TCP,443,0,435275177,0.0,40025303632.18392,40025303632.18392,
0.000442,0,74.125.24.95,10.10.1.198,104730,129538959,0.000442,0,0.000442,16,104714,6545.625,8096184.9375,6.20066734523e-05,16,TCP,443,0,129538959,0.0,2344596542.9864254,2344596542.9864254,
2.2e-05,0,172.217.194.95,10.10.1.198,186549,222999135,2.2e-05,0,2.2e-05,40,186509,4663.725,5574978.375,0.0001106069915053,40,TCP,443,0,222999135,0.0,81090594545.45454,81090594545.45454,
1.1e-05,0,10.10.11.7,172.253.118.95,128538,196864479,1.1e-05,0,1.1e-05,198,128340,649.1818181818181,994265.0454545454,7.55729277534e-05,198,TCP,32996,0,196864479,0.0,143174166545.45453,143174166545.45453,
1.4e-05,0,10.10.1.198,172.253.118.95,167682,196407874,1.4e-05,0,1.4e-05,50,167632,3353.64,3928157.48,9.95327291028e-05,50,TCP,38416,0,196407874,0.0,112233070857.14284,112233070857.14284,
1.1e-05,0,10.10.1.198,74.125.24.95,90024,109104160,1.1e-05,0,1.1e-05,48,89976,1875.5,2273003.333333333,5.33270754855e-05,48,TCP,34204,0,109104160,0.0,79348480000.0,79348480000.0,
0.002084,0,142.251.12.95,10.10.1.198,305052,365124088,0.002084,0,0.002084,51,305001,5981.411764705882,7159295.843137255,0.0001808317199601,51,TCP,443,0,365124088,0.0,1401627976.9673705,1401627976.9673705,
0.002093,0,74.125.68.95,10.10.1.198,124592,157098686,0.002093,0,0.002093,32,124560,3893.5,4909333.9375,7.38644440482e-05,32,TCP,443,0,157098686,0.0,600472760.6306736,600472760.6306736,
0.000955,0,142.251.12.95,10.10.1.198,199424,233690274,0.000955,0,0.000955,42,199382,4748.190476190476,5564054.142857143,0.0001183742069577,42,TCP,443,0,233690274,0.0,1957614860.732984,1957614860.732984,
0.0,0,172.253.118.95,10.10.11.7,198350,306397143,0.0,0,0.0,198,198152,1001.7676767676768,1547460.318181818,0.0001166183534017,198,TCP,443,0,306397143,0.0,0.0,0.0,
0.000554,0,74.125.68.95,10.10.1.198,73156,85698329,0.000554,0,0.000554,24,73132,3048.1666666666665,3570763.708333333,4.33727987793e-05,24,TCP,443,0,85698329,0.0,1237520996.3898916,1237520996.3898916,
0.000121,0,74.125.24.95,10.10.1.198,256242,318897463,0.000121,0,0.000121,45,256197,5694.266666666666,7086610.288888888,0.0001518198769864,45,TCP,443,0,318897463,0.0,21084129785.123966,21084129785.123966,
1.1e-05,0,10.10.1.198,74.125.68.95,79971,96186305,1.1e-05,0,1.1e-05,34,79937,2352.0882352941176,2829008.970588235,4.74229984048e-05,34,TCP,53916,0,96186305,0.0,69953676363.63635,69953676363.63635,
1.3e-05,0,10.10.1.198,74.125.24.95,15989,18734517,1.3e-05,0,1.3e-05,6,15983,2664.833333333333,3122419.5,9.4718095973e-06,6,TCP,43194,0,18734517,0.0,11528933538.461538,11528933538.461538,
1.4e-05,0,10.10.1.198,142.251.12.95,273511,325442347,1.4e-05,0,1.4e-05,42,273469,6512.166666666667,7748627.30952381,0.0001623508415487,42,TCP,50422,0,325442347,0.0,185967055428.57144,185967055428.57144,
0.002396,0,74.125.68.95,10.10.1.198,303737,358048985,0.002396,0,0.002396,44,303693,6903.113636363636,8137476.931818182,0.0001800798704819,44,TCP,443,0,358048985,0.0,1195489098.497496,1195489098.497496,
0.000663,0,142.250.4.95,10.10.1.198,159407,200584298,0.000663,0,0.000663,34,159373,4688.441176470588,5899538.176470588,9.44126493599e-05,34,TCP,443,0,200584298,0.0,2420323354.449472,2420323354.449472,
1e-05,0,10.10.1.198,142.251.12.95,301359,375368567,1e-05,0,1e-05,35,301324,8610.257142857143,10724816.2,0.0001784414935875,35,TCP,40228,0,375368567,0.0,300294853600.0,300294853600.0,
1.2e-05,0,10.10.1.198,74.125.68.95,66094,80974011,1.2e-05,0,1.2e-05,20,66074,3304.7,4048700.55,3.91397631519e-05,20,TCP,42516,0,80974011,0.0,53982674000.0,53982674000.0,
